,run_id,run_name,max_f1,log,name,group,data_dir,val_data,drop_last,optimizer,scheduler,batch_size,learn_rate,max_epochs,model_name,num_labels,train_data,data_source,num_workers,token_types,val_percent,from_scratch,max_patience,train_percent,val_data_file,scheduler_args,data_val_origin,train_data_file,optimizer_kwargs,scheduler_kwargs,grad_accumulation_steps,total_steps,warmup_steps,_step,recall,accuracy,Train Loss,Word embedding grad norm,Token type embedding grad norm,f1,_runtime,precision,_timestamp,Learning Rate,av_epoch_loss,Train Accuracy
24,1ct31m44,bert-large,0.5790336589980577,True,bert-large,scientsbank-token_types-x,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,bert-large-uncased,2,data/flat_semeval5way_train.csv,scientsbank,4,True,100,False,5.0,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},,,,3737.0,0.5611111111111111,0.5611111111111111,0.46301013231277466,,,0.4086859101093976,1385.0,0.32138266998341625,1614638779.0,8.304957436154232e-06,0.6850452313373326,0.0
25,238qmsbc,bert-base,0.676224017719297,True,bert-base,scientsbank-token_types-x,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,bert-base-uncased,2,data/flat_semeval5way_train.csv,scientsbank,4,True,100,False,5.0,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},,,,7475.0,0.6666666666666666,0.6666666666666666,0.0009301149984821676,,,0.6612108943159466,1605.0,0.6632821171352774,1614637379.0,5.968953430145218e-06,0.052081805170568714,0.0
26,ln0yefzk,bert-base,0.0,True,bert-base,scientsbank-token_types-1,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,bert-base-uncased,2,data/flat_semeval5way_train.csv,scientsbank,4,True,100,False,5.0,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},,,,,,,,,,,,,,,,
27,2vgr2pbe,bert-large,0.6205825802128152,True,bert-large,scientsbank-token_types-2,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,bert-large-uncased,2,data/flat_semeval5way_train.csv,scientsbank,4,True,100,False,5.0,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},,,,2412.0,0.6222222222222222,0.6222222222222222,0.8820984363555908,,,0.6205825802128152,936.0,0.6197793235560486,1614635135.0,9.132448673009515e-06,0.6094446280713633,0.625
28,sl8q36fe,bert-base,0.6939934493707139,True,bert-base,scientsbank-token_types-2,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,bert-base-uncased,2,data/flat_semeval5way_train.csv,scientsbank,4,True,100,False,5.0,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},,,,10590.0,0.6796296296296296,0.6796296296296296,0.00012718822108581662,,,0.6806136944701219,1516.0,0.6826430827646028,1614634190.0,4.022283425137707e-06,0.016839239992615145,0.0
29,ek942205,albert-large,0.42184199184333504,True,albert-large,scientsbank-token_types-1,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,albert-large-v2,2,data/flat_semeval5way_train.csv,scientsbank,4,True,100,False,5.0,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},,,,3737.0,0.5685185185185185,0.5685185185185185,1.0911283493041992,,,0.4121255848528576,1053.0,0.32321330589849107,1614632663.0,8.304957436154232e-06,0.6873420997256251,0.0
30,a0xggith,albert-base,0.4121255848528576,True,albert-base,scientsbank-token_types-1,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,albert-base-v2,2,data/flat_semeval5way_train.csv,scientsbank,4,True,100,False,5.0,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},,,,3737.0,0.43148148148148147,0.43148148148148147,0.35955414175987244,,,0.2601169086291984,396.0,0.18617626886145405,1614631602.0,8.304957436154232e-06,0.4935470332550274,0.0
31,2qljih5y,roberta-large,0.4121255848528576,True,roberta-large,scientsbank-token_types-1,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,roberta-large,2,data/flat_semeval5way_train.csv,scientsbank,4,True,100,False,5.0,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},,,,3737.0,0.5685185185185185,0.5685185185185185,0.8689675331115723,,,0.4121255848528576,1407.0,0.32321330589849107,1614631195.0,8.304957436154232e-06,0.6800782666137364,0.0
32,3hqy5b1a,roberta-base,0.7385783775236108,True,roberta-base,scientsbank-token_types-1,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,roberta-base,2,data/flat_semeval5way_train.csv,scientsbank,4,True,100,False,5.0,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},,,,14328.0,0.7296296296296296,0.7296296296296296,0.00033444532891735435,,,0.7232048473594367,2178.0,0.7311797600706325,1614629779.0,1.6862794191286931e-06,0.03912326350455903,0.0
33,17na95e0,bert-large,0.6847782041711616,True,bert-large,scientsbank-token_types-1,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,bert-large-uncased,2,data/flat_semeval5way_train.csv,scientsbank,4,True,100,False,5.0,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},,,,7475.0,0.687037037037037,0.687037037037037,0.0007774191326461732,,,0.6723523691869016,2846.0,0.6919407266734993,1614627591.0,5.968953430145218e-06,0.038364729692852886,0.0
34,3mruxst7,bert-base,0.6899352929133682,True,bert-base,scientsbank-token_types-1,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,bert-base-uncased,2,data/flat_semeval5way_train.csv,scientsbank,4,True,100,False,5.0,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},,,,7475.0,0.6777777777777778,0.6777777777777778,0.002571492223069072,,,0.6692383610403269,1131.0,0.6760636669727579,1614624736.0,5.968953430145218e-06,0.062014160648593226,0.0
35,vd2f1r3s,bert-large,0.781430381229174,True,bert-large,scientsbank-token_types-2,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,bert-large-uncased,2,data/flat_semeval5way_train.csv,scientsbank,4,True,100,False,5.0,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},,,,3737.0,0.7833333333333333,0.7833333333333333,0.007727727759629488,,,0.781430381229174,1473.0,0.7829954433117083,1614622882.0,8.304957436154232e-06,0.17633312164545298,0.0
36,22bdm7cb,bert-base,0.7585517002612352,True,bert-base,scientsbank-token_types-2,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,bert-base-uncased,2,data/flat_semeval5way_train.csv,scientsbank,4,True,100,False,5.0,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},,,,8721.0,0.7481481481481481,0.7481481481481481,0.0026793316937983036,,,0.7440260090387153,1301.0,0.748510936463931,1614621400.0,5.190285428142214e-06,0.051546365967948905,0.0
37,2j1wjvbh,albert-large,0.5630009247672081,True,albert-large,scientsbank-large,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,3e-06,24,albert-large-v2,2,data/flat_semeval5way_train.csv,scientsbank,4,,100,False,5.0,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},,,,6852.0,0.5685185185185185,0.5685185185185185,0.8537225127220154,,,0.4121255848528576,1921.0,0.32321330589849107,1614308088.0,1.907486229344016e-06,0.6817942349377936,0.0
38,39t8vwb4,albert-large,0.0,True,albert-large,scientsbank-large,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,0.007,24,albert-large-v2,2,data/flat_semeval5way_train.csv,scientsbank,4,,100,False,5.0,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},,,,621.0,,,3.5849406719207764,,,,185.0,,1614306127.0,0.004251953125,,0.0
39,2x01h3vn,albert-large,0.4121255848528576,True,albert-large,scientsbank-large,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,7e-06,24,albert-large-v2,2,data/flat_semeval5way_train.csv,scientsbank,4,,100,False,5.0,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},,,,3737.0,0.5685185185185185,0.5685185185185185,0.6057504415512085,,,0.4121255848528576,1056.0,0.32321330589849107,1614304815.0,5.813470205307961e-06,0.6791166563030224,0.0
40,377ow84z,albert-large,0.4121255848528576,True,albert-large,scientsbank-large,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,0.0007,24,albert-large-v2,2,data/flat_semeval5way_train.csv,scientsbank,4,,100,False,5.0,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},,,,6229.0,0.5685185185185185,0.5685185185185185,0.5790449380874634,,,0.4121255848528576,1736.0,0.32321330589849107,1614293498.0,0.00047233350025037554,0.7173829555415647,0.0
41,4b47e7sq,albert-base-squad2,0.8077689300694185,True,albert-base-squad2,beetlebeetle-3,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,twmkn9/albert-base-v2-squad2,2,data/flat_semeval5way_train.csv,beetle,4,,100,False,5.0,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},,,,5906.0,0.8055555555555556,0.8055555555555556,0.0027341966051608324,,,0.8069662398831121,443.0,0.8100524400257896,1614049745.0,6.950425638457687e-06,0.1089599780195806,1.0
42,21hrqqcx,bert-base-squad2,0.8976584309401049,True,bert-base-squad2,beetlebeetle-3,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,twmkn9/bert-base-uncased-squad2,2,data/flat_semeval5way_train.csv,beetle,4,,100,False,5.0,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},,,,8054.0,0.8910256410256411,0.8910256410256411,0.08183231204748154,,,0.89142704216349,992.0,0.892241322094644,1614049294.0,5.608412618928392e-06,0.03342226276376394,1.0
43,3b2oms9i,distilroberta-base-squad2,0.8870562086045171,True,distilroberta-base-squad2,beetlebeetle-3,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,twmkn9/distilroberta-base-squad2,2,data/flat_semeval5way_train.csv,beetle,4,,100,False,5.0,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},,,,8591.0,0.8696581196581197,0.8696581196581197,0.007540464401245117,,,0.8708963734178139,1295.0,0.8756853480288024,1614048294.0,5.27290936404607e-06,0.12563882203822185,1.0
44,rsuxma90,roberta-base-squad2,0.9021189458689458,True,roberta-base-squad2,beetlebeetle-3,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,deepset/roberta-base-squad2,2,data/flat_semeval5way_train.csv,beetle,4,,100,False,5.0,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},,,,9128.0,0.8760683760683761,0.8760683760683761,0.8390361070632935,,,0.8773679630062609,1131.0,0.8833282306416635,1614046991.0,4.937406109163746e-06,0.0908305890411408,0.75
45,32p86rtw,distilbert-base-squad2,0.888347649975557,True,distilbert-base-squad2,beetlebeetle-3,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,twmkn9/distilbert-base-uncased-squad2,2,data/flat_semeval5way_train.csv,beetle,4,,100,False,5.0,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},,,,12887.0,0.8824786324786325,0.8824786324786325,0.0004897494800388813,,,0.8829115160586655,862.0,0.8837528176613595,1614045852.0,2.588883324987481e-06,0.024499332547300093,1.0
46,2nxwh65v,distilroberta,0.8846153846153846,True,distilroberta,beetlebeetle-3,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,distilroberta-base,2,data/flat_semeval5way_train.csv,beetle,4,,100,False,5.0,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},,,,12887.0,0.8803418803418803,0.8803418803418803,0.046043191105127335,,,0.8807235391101931,873.0,0.8814049198664584,1614044982.0,2.588883324987481e-06,0.06223486825419697,1.0
47,2zg2ng33,distilbert-base,0.8932806245404532,True,distilbert-base,beetlebeetle-3,data,data/flat_semeval5way_test.csv,False,AdamW,linear_with_warmup,8,1e-05,24,distilbert-base-uncased,2,data/flat_semeval5way_train.csv,beetle,4,,100,False,5.0,100,flat_semeval5way_test.csv,"[1024, 17000]",answer,flat_semeval5way_train.csv,{'weight_decay': 1e-05},{},,,,6443.0,0.8867521367521367,0.8867521367521367,0.03629033267498016,,,0.8871692791110777,454.0,0.8879970698780018,1614044101.0,6.614922383575364e-06,0.050936726006199674,1.0
